variable_name,label,questionnaire,source_file,category,type
TC045Q08NB,Included in professional development during last 12 months: Approaches to individualised learning,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q09NA,"Included in teacher education, training or other qualification: Teaching students with special needs",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q09NB,Included in professional development during last 12 months: Teaching students with special needs,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q10NA,"Included in teacher education, training or other qualification: Teaching in a multicultural or multilingual setting",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q10NB,Included in professional development during last 12 months: Teaching in a multicultural or multilingual setting,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q11NA,"Included in teacher education, training or other qualification: Teaching cross-curricular skills [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q11NB,Included in professional development during last 12 months: Teaching cross-curricular skills [...],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q12NA,"Included in teacher education, training or other qualification: Student career guidance and counselling",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q12NB,Included in professional development during last 12 months: Student career guidance and counselling,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q13NA,"Included in teacher education, training or other qualification: Internal evaluation or self-evaluation of schools",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q13NB,Included in professional development during last 12 months: Internal evaluation or self-evaluation of schools,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q14NA,"Included in teacher education, training or other qualification: Use of evaluation results",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q14NB,Included in professional development during last 12 months: Use of evaluation results,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q15NA,"Included in teacher education, training or other qualification: Teacher-parent cooperation",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q15NB,Included in professional development during last 12 months: Teacher-parent cooperation,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q16HA,"Included in teacher education, training or other qualification: Second language teaching",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q16HB,Included in professional development during last 12 months: Second language teaching,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q17HA,"Included in teacher education, training or other qualification: Communicating with people from different cultures [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q17HB,Included in professional development during last 12 months: Communicating with people from different cultures [...],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q18HA,"Included in teacher education, training or other qualification: Teaching about equity and diversity",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC045Q18HB,Included in professional development during last 12 months: Teaching about equity and diversity,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC021Q01NA,Are you required to take part in professional development activities?,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC175Q01HA,About how much time per week do you spend reading for your work [...] out of your classes?,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC198Q01HA,Agree: The advantages of being a teacher clearly outweigh the disadvantages.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC198Q02HA,"Agree: If I could decide again, I would still choose to work as a teacher.",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC198Q03HA,Agree: I would like to change to another school if that were possible.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC198Q04HA,Agree: I regret that I decided to become a teacher.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC198Q05HA,Agree: I enjoy working at this school.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC198Q06HA,Agree: I wonder whether it would have been better to choose another profession.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC198Q07HA,Agree: I would recommend my school as a good place to work.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC198Q08HA,Agree: I think that the teaching profession is valued in society.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC198Q09HA,Agree: I am satisfied with my performance in this school.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC198Q10HA,"Agree: All in all, I am satisfied with my job.",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC152Q01HA,Agree: Every teacher should be trained to teach reading comprehension.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC152Q02HA,Agree: Every teacher has a responsibility to improve students' reading comprehension skills.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC152Q03HA,Agree: I know how to diagnose the students' reading comprehension problems.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC152Q04HA,Agree: I am very confident in my capability to teach reading comprehension strategies.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC155Q02HA,"In your lessons, how often do you teach: Summarizing strategies",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC155Q03HA,"In your lessons, how often do you teach: Connecting texts with prior content knowledge",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC155Q04HA,"In your lessons, how often do you teach: Monitoring comprehension",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC155Q05HA,"In your lessons, how often do you teach: Adapting the mode of reading depending on reading purposes",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC155Q06HA,"In your lessons, how often do you teach: Assessing credibility of information available on the Internet",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC155Q07HA,"In your lessons, how often do you teach: Searching and selecting relevant information on the Internet",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC166Q01HA,"In your lessons, have you ever taught: How to use keywords when using a search engine such as <Google>, <Yahoo>, etc.",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC166Q02HA,"In your lessons, have you ever taught: How to decide whether to trust information from the Internet",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC166Q03HA,"In your lessons, have you ever taught: How to compare different web pages and decide what information is more [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC166Q04HA,"In your lessons, have you ever taught: To understand the consequences of making information publicly available [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC166Q05HA,"In your lessons, have you ever taught: How to use the short description below the links in the list of results of [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC166Q06HA,"In your lessons, have you ever taught: How to detect whether the information is subjective or biased",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC166Q07HA,"In your lessons, have you ever taught: How to detect phishing or spam emails",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC164Q01HA,"<this academic year>, how many pages was the longest piece of text your [...] students had to read for your lessons",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC207Q01HA,"In your lessons, opportunities to promote the following skills: Communicating with people from different cultures [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC207Q02HA,"In your lessons, opportunities to promote the following skills: Knowledge of different cultures",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC207Q03HA,"In your lessons, opportunities to promote the following skills: Openness to people from other cultural backgrounds",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC207Q04HA,"In your lessons, opportunities to promote the following skills: Respect for cultural diversity",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC207Q05HA,"In your lessons, opportunities to promote the following skills: Foreign languages",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC207Q06HA,"In your lessons, opportunities to promote the following skills: Critical thinking skills",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC178Q01HA,"In your lessons, do you include: Climate change and global warming",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC178Q02HA,"In your lessons, do you include: Global health (e.g. epidemics)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC178Q04HA,"In your lessons, do you include: Migration (movement of people)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC178Q07HA,"In your lessons, do you include: International conflicts",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC178Q08HA,"In your lessons, do you include: Hunger or malnutrition in different parts of the world",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC178Q09HA,"In your lessons, do you include: Causes of poverty",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC178Q12HA,"In your lessons, do you include: Equality between men and women in different parts of the world",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC184Q01HA,Does your school have a policy concerning the use of digital devices for teaching?,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC176Q01HA,How often involved in: Reading emails,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC176Q02HA,"How often involved in: <Chat on line> (e.g. <Whatsapp>, <Messenger>)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC176Q03HA,How often involved in: Reading online news,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC176Q05HA,How often involved in: Searching information online to learn about a particular topic,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC176Q06HA,How often involved in: Taking part in online group discussions or forums,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC176Q07HA,"How often involved in: Searching for practical information online (e.g. schedules, events, tips, recipes)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC172Q01HA,Best describes how you read books,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC173Q01HA,"Best describes how you read the news (e.g. politics, culture, sport, local news)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC186Q01HA,Country of birth,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC188Q01HA,Studied in a country other than [country of test],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC206Q01HA,Your education and training as a teacher: Have you received training on intercultural communication?,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC206Q02HA,Your education and training as a teacher: Have you received training on conflict resolution strategies?,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC206Q03HA,Your education and training as a teacher: Have you received training on the role education can play in confronting [...],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC206Q04HA,Your education and training as a teacher: Have you studied culturally-responsive teaching approaches and techniques?,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC206Q05HA,Your education and training as a teacher: Have you received training on [...] teaching in multi-cultural classrooms?,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q01HA,Current need for professional development: Knowledge and understanding of my subject field(s),Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q02HA,Current need for professional development: Pedagogical competencies in teaching my subject field(s),Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q03HA,Current need for professional development: Knowledge of the curriculum,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q04HA,Current need for professional development: Student assessment practices,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q05HA,Current need for professional development: ICT (information and communication technology) skills for teaching,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q06HA,Current need for professional development: Student behaviour and classroom management,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q07HA,Current need for professional development: School management and administration,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q08HA,Current need for professional development: Approaches to individualised learning,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q09HA,Current need for professional development: Teaching students with special needs,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q10HA,Current need for professional development: Teaching in a multicultural or multilingual setting,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q11HA,"Current need for professional development: Teaching cross-curricular skills (e.g. problem solving, learning-to-learn)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q12HA,Current need for professional development: Student career guidance and counselling,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q13HA,Current need for professional development: Internal evaluation or self-evaluation of schools,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q14HA,Current need for professional development: Use of evaluation results,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q15HA,Current need for professional development: Teacher-parent cooperation,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q16HA,Current need for professional development: Second language teaching,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q17HA,Current need for professional development: Communicating with people from different cultures or countries,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC185Q18HA,Current need for professional development: Teaching about equity and diversity,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC193Q01HA,"During the last 12 months, participated in: Courses/workshops [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC193Q02HA,"During the last 12 months, participated in: Education conferences or seminars [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC193Q03HA,"During the last 12 months, participated in: Observation visits to other schools",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC193Q04HA,"During the last 12 months, participated in: Observation visits to business premises, public organisations, [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC193Q05HA,"During the last 12 months, participated in: In-service training courses in business premises, public organisations [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC020Q01NA,"During the last 12 months, participated in: Qualification programme (e.g. a <degree programme>)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC020Q02NA,"During the last 12 months, participated in: Participation in a network of teachers formed specifically for the [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC020Q03NA,"During the last 12 months, participated in: Individual or collaborative research on a topic of interest to you [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC020Q04NA,"During the last 12 months, participated in: Mentoring and/or peer observation and coaching, as part of a formal [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC020Q05NA,"During the last 12 months, participated in: Reading professional literature (e.g. journals, evidence-based papers [...])",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC020Q06NA,"During the last 12 months, participated in: [...] informal dialogue with your colleagues on how to improve your teaching",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q01HA,"In your teaching, to what extent can you do: Get students to believe they can do well in school work",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q02HA,"In your teaching, to what extent can you do: Help my students value learning",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q03HA,"In your teaching, to what extent can you do: Craft good questions for my students",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q04HA,"In your teaching, to what extent can you do: Control disruptive behaviour in the classroom",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q05HA,"In your teaching, to what extent can you do: Motivate students who show low interest in school work",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q06HA,"In your teaching, to what extent can you do: Make my expectations about student behaviour clear",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q07HA,"In your teaching, to what extent can you do: Help students think critically",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q08HA,"In your teaching, to what extent can you do: Get students to follow classroom rules",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q09HA,"In your teaching, to what extent can you do: Calm a student who is disruptive or noisy",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q10HA,"In your teaching, to what extent can you do: Use a variety of assessment strategies",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q11HA,"In your teaching, to what extent can you do: Provide an alternative explanation for example when students are confused",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC199Q12HA,"In your teaching, to what extent can you do: Implement alternative instructional strategies in my classroom",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC046Q04NA,How often: Exchange teaching materials with colleagues,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC046Q05NA,How often: Engage in discussions about the learning development of specific students,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC046Q06NA,How often: Work with other teachers [...] to ensure common standards in evaluations for assessing student progress,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC046Q07NA,How often: Attend team conferences,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC028Q01NA,School's instruction hindered by: A lack of teaching staff.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC028Q02NA,School's instruction hindered by: Inadequate or poorly qualified teaching staff.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC028Q03NA,School's instruction hindered by: A lack of assisting staff.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC028Q04NA,School's instruction hindered by: Inadequate or poorly qualified assisting staff.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC028Q05NA,School's instruction hindered by: A lack of educational material [...],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC028Q06NA,School's instruction hindered by: Inadequate or poor quality educational material [...],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC028Q07NA,School's instruction hindered by: A lack of physical infrastructure [...],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC028Q08NA,School's instruction hindered by: Inadequate or poor quality physical infrastructure [...],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q01HA,"This school year, how often used for teaching: Tutorial software or practice programmes",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q02HA,"This school year, how often used for teaching: Digital learning games",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q03HA,"This school year, how often used for teaching: Word-processors or presentation software [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q04HA,"This school year, how often used for teaching: Spreadsheets (e.g. <Microsoft Excel>)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q05HA,"This school year, how often used for teaching: Multimedia production tools [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q06HA,"This school year, how often used for teaching: Concept mapping software (e.g. <Inspiration>, <Webspiration>)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q07HA,"This school year, how often used for teaching: Data logging and monitoring tools",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q08HA,"This school year, how often used for teaching: Simulations and modelling software",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q09HA,"This school year, how often used for teaching: Social media (e.g. <Facebook>, <Twitter>)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q10HA,"This school year, how often used for teaching: Communication software (e.g. email, blogs)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q11HA,"This school year, how often used for teaching: Computer-based information resources [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q12HA,"This school year, how often used for teaching: Interactive digital learning resources (e.g. learning objects)",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q13HA,"This school year, how often used for teaching: Graphing or drawing software",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC169Q14HA,"This school year, how often used for teaching: E-portfolios",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC054Q01NA,"Assessing student learning, how often: I develop and administer my own assessment.",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC054Q02NA,"Assessing student learning, how often: I administer a <standardised test>.",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC054Q03NA,"Assessing student learning, how often: I have individual students answer questions in front of the class.",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC054Q04NA,"Assessing student learning, how often: Provide written feedback on student work in addition to a <mark [...]>.",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC054Q05NA,"Assessing student learning, how often: I let students judge their own progress.",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC054Q06NA,"Assessing student learning, how often: I observe students when working [...] and provide immediate feedback.",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC054Q07NA,"Assessing student learning, how often: I collect data from classroom assignments or home work.",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC192Q01HA,How often in your lessons: I tell students how they are performing in my course.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC192Q02HA,How often in your lessons: I give students feedback on their strengths in my course.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC192Q03HA,How often in your lessons: I tell students in which areas they can still improve.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC192Q04HA,How often in your lessons: I tell students how they can improve their performance.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC192Q05HA,How often in your lessons: I advise students on how to reach their learning goals.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC209Q01HA,Teach in multicultural environments: I can cope with the challenges of a multicultural classroom.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC209Q02HA,Teach in multicultural environments: I can adapt my teaching to the cultural diversity of students.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC209Q05HA,Teach in multicultural environments: I can take care that students with and without migrant background work together.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC209Q06HA,Teach in multicultural environments: I can raise awareness for cultural differences amongst the students.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC209Q09HA,Teach in multicultural environments: I can contribute to reducing ethnic stereotypes between the students.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC208Q02HA,Opinion shared by teachers: It is important for students to learn that people from other cultures can have [...],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC208Q03HA,Opinion shared by teachers: Respecting other cultures is something that students should learn as early as possible.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC208Q07HA,"Opinion shared by teachers: In the classroom, it is important that students of different origins recognize the [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC208Q08HA,"Opinion shared by teachers: When there are conflicts between students of different origins, they should be [...]",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC196Q02HA,Agree: Immigrant children should have the same opportunities for education that other children in the country have.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC196Q03HA,Agree: Immigrants who live in a country for several years should have the opportunity to vote in elections.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC196Q04HA,Agree: Immigrants should have the opportunity to continue their own customs and lifestyle.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC196Q05HA,Agree: Immigrants should have all the same rights that everyone else in the country has.,Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC203Q01HA,Proportion of your teacher education dedicated to: <Reading literacy> [...],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC203Q02HA,Proportion of your teacher education dedicated to: Pedagogy of <reading literacy> [...],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC203Q03HA,Proportion of your teacher education dedicated to: General pedagogical knowledge [...],Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC150Q01HA,"In your formal education and/or training, did you study: <Test language>",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC150Q02HA,"In your formal education and/or training, did you study: Pedagogy/teaching <test language>",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC150Q03HA,"In your formal education and/or training, did you study: Educational psychology",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC150Q04HA,"In your formal education and/or training, did you study: Remedial <test language>",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
TC150Q05HA,"In your formal education and/or training, did you study: Theoretical models and processes of reading",Teacher questionnaire,SPSS_TCH_QQQ.zip,Teacher questionnaire items,NUM
