country,oecd,n_students,perf_math,perf_read,perf_scie,perf,lifesat,belong,bullied,swbp,gfofail,escs_mean,z_lifesat,z_belong,z_bullied,z_swbp,z_gfofail,z_bullied_inv,z_gfofail_inv,wellbeing_composite,quadrant
JOR,0,8963,399.76190925923873,419.0636607101942,429.25207373367573,416.02588123436954,6.8811073529128866,-0.17101019790511385,0.2787710573486688,-0.21543826292208273,-0.20878596974897376,-0.6605948072021147,-0.5855330277380763,-0.4143968611252305,0.7410761830640047,-1.4355175120432915,-0.781478024591477,-0.7410761830640047,0.781478024591477,-0.4790091118758252,lo_lo
JPN,1,6109,526.9732504969817,503.85604130918585,529.1354337708215,519.9882418589964,6.178494975456724,0.015224711017312811,-0.2828194878550687,-0.12914626462412163,0.37930290936100314,-0.09076871608048129,-1.7279865596627235,0.5028027289006807,-1.462454055600599,-1.0406928044895603,1.811316312806202,1.462454055600599,-1.811316312806202,-0.5229477784914411,hi_lo
KAZ,0,19507,423.1461330281565,386.90927469955625,397.1048352810346,402.3867476695824,8.755244621919463,-0.21279897588803665,0.11645832800932727,0.5673336968769271,-0.32729944165831204,-0.43853926151754125,2.461829658982831,-0.6202049464911478,0.10420469319647532,2.1460163057476405,-1.3039858797594157,-0.10420469319647532,1.3039858797594157,1.0374844409604527,lo_hi
KOR,1,6650,525.9330018588926,514.0522879582692,519.0072545812043,519.6641814661219,6.515367840143152,0.27919698064020376,,0.03210261461404053,0.18566831261563854,0.07195614905235899,-1.1802284978648503,1.8028557580412825,,-0.3029066499872302,0.9576108546695307,,-0.9576108546695307,-0.15947256112008218,hi_lo
KSV,0,5058,365.884946677861,353.0654325404584,364.88240773795843,361.27759565209266,8.30408350560417,0.0028531182432196553,0.11646072493103338,0.4644196078567498,-0.0687314852542574,-0.46364938145904844,1.7282379555921072,0.44187312184676214,0.1042140980725086,1.6751380562922649,-0.16399912433643038,-0.1042140980725086,0.16399912433643038,0.7810068319990113,lo_hi
LBN,0,5614,393.45005421045187,353.35531643001093,383.71699371009043,376.84078811685106,6.666924213782903,,,-0.32415667632947,-0.19596306963557047,-0.5670561506318482,-0.9337965819095576,,,-1.9329531564359603,-0.7249438101486451,,0.7249438101486451,-0.7139353093989577,lo_lo
LTU,1,6885,481.19118829456295,475.87347960821216,482.0670125704612,479.7105601577454,7.6079704022646455,-0.1342931283222579,0.01951513107997168,0.07981504731960039,-0.07155823206576056,0.026726638120917797,0.5963522970891924,-0.2335667398380559,-0.2761743350671774,-0.08460080864371294,-0.17646182068466676,0.2761743350671774,0.17646182068466676,0.14616418087185354,hi_hi
LUX,1,5230,483.4214852227191,469.9853893631789,476.76940620882505,476.7254269315744,7.038788177770204,0.08719983706418377,-0.044213409808036154,0.07341640178520355,-0.1410075656276226,0.011233106205902104,-0.329142703492367,0.8572773893401535,-0.5262279873446629,-0.11387749016330077,-0.482653359398604,0.5262279873446629,0.482653359398604,0.2846277084855505,hi_lo
LVA,1,5303,496.1263306961249,478.6986741450461,487.25058835762184,487.3585310662643,7.162514996544977,-0.2566609472369886,0.3712519503455977,0.03295703040909064,-0.10366923843353265,-0.00037916432016407513,-0.1279618737227416,-0.8362234275147258,1.1039463309998254,-0.2989973133967723,-0.3180343591834445,-1.1039463309998254,0.3180343591834445,-0.40981891729012415,hi_lo
MAC,0,3775,557.6702303693853,525.1161689482251,543.5857337239511,542.1240443471871,6.072375584822473,-0.3984324235781002,0.13687431691580668,-0.08192897669380571,0.4448091761133245,-0.5162002532561724,-1.9005375657732804,-1.5344423636412439,0.18431154202411662,-0.8246524732157878,2.1001234702490117,-0.18431154202411662,-2.1001234702490117,-1.308813482980688,hi_lo
MAR,0,6814,367.72735266586557,359.3878862166862,376.5968892649746,367.9040427158422,6.948762997427026,-0.31086486048065226,0.3881965328840504,,-0.14596505144823,-1.8897126725370637,-0.47552439067184527,-1.103175564966017,1.1704323150034968,,-0.5045101596544653,-1.1704323150034968,0.5045101596544653,-0.5611555277467235,lo_lo
MDA,0,5367,420.60399887256983,423.9929657378872,428.48526680661683,424.36074380569124,7.6790624554565134,-0.06464400613103218,0.00990205046137338,0.23190701058150986,-0.03516707181827084,-0.5938640099207514,0.7119485630628755,0.1094524432414492,-0.31389347761812114,0.6112883363591455,-0.016018735340456672,0.31389347761812114,0.016018735340456672,0.35252031112440957,lo_hi
MEX,1,7299,408.80147375476105,420.4688927711718,419.20471958248436,416.15836203613907,8.110348571375287,-0.023168636774483713,-0.001707885359450451,0.3585124905704041,0.062019912590796686,-1.1875013474305045,1.4132233515677328,0.31371700346868875,-0.35944774285394265,1.1905653562134424,0.4124638831813324,0.35944774285394265,-0.4124638831813324,0.5728979141844948,lo_hi
MKD,0,5569,394.4468299059412,392.6677694030834,413.04467363207357,400.053090980366,8.160897494553234,,,0.3704622565566876,-0.11364468897187008,-0.32351701817266937,1.4954163183764293,,,1.2452409107715685,-0.362014601945279,,0.362014601945279,1.034223943697759,lo_hi
MLT,0,3363,471.7244150486563,448.2347601098678,456.5903227817987,458.84983264677425,6.562037881153633,-0.23587228262282028,0.33206253946771347,-0.03732564054734546,0.2395607493581009,0.0630890703829437,-1.1043426255143896,-0.733840073225098,0.9501776241681585,-0.6205721471450096,1.1952144036873111,-0.9501776241681585,-1.1952144036873111,-0.9208293747479935,lo_lo
MNE,0,6666,429.6115424260785,421.05757319802075,415.17223115627155,421.94711559345694,7.689212758703274,-0.10272430829448807,-0.06779317981898399,0.4031833995060072,-0.4243119067248109,-0.18071798246976334,0.7284530400212126,-0.07809154480288132,-0.6187486622093552,1.394954858189729,-1.7316990690686287,0.6187486622093552,1.7316990690686287,0.8791528169372089,lo_hi
MYS,0,6111,440.20753671111146,414.97951420628544,437.6180736715601,430.9350415296524,7.037670206923127,-0.18683854637236172,0.3648707647549458,0.2694059096759015,0.33546312953825613,-0.7665124153038941,-0.33096053332829506,-0.49235085379474747,1.078908275199881,0.7828626672421503,1.6180333977318586,-1.078908275199881,-1.6180333977318586,-0.5474780785625264,lo_lo
NLD,1,4765,519.2309826765586,484.7837253705659,503.3838197500072,502.4661759323772,7.5015809471322585,0.20037252201365477,-0.29753218529493664,0.08255318910768207,-0.39469159393181724,0.2788969834931893,0.42336216387293296,1.4146484044650542,-1.520182722826132,-0.07207257830899434,-1.6011076193580827,1.520182722826132,1.6011076193580827,0.9774456664426415,hi_hi
PAN,0,6270,352.846255737029,376.9713166619761,364.6237724855321,364.8137816281791,7.9159415630080385,-0.21035768188807696,0.15732783185686405,0.3869209549966342,-0.06071705479058232,-1.0935309139043028,1.0971159494405556,-0.6081816697120965,0.2645656329174158,1.3205468594857093,-0.1286647205382619,-0.2645656329174158,0.1286647205382619,0.3347160453670029,lo_hi
PER,0,6086,399.8376748128218,400.5137059341697,404.21560133019636,401.5223273590627,7.308266528044985,-0.11631053914981485,-0.0983746134647311,0.3713284656360479,-0.20302273937000204,-1.1210176934498135,0.10903132094382974,-0.14500319655821178,-0.738741981818523,1.2492042069425289,-0.7560688192442666,0.738741981818523,0.7560688192442666,0.5416086264781873,lo_hi
PHL,0,7233,352.5670671000262,339.6915899790141,356.9333236192555,349.7306602327653,7.213177282376703,-0.25870006609189306,1.2696589488336998,0.2470584440556262,0.15439065053629974,-1.4220883106854838,-0.045584578302205254,-0.8462660075474064,4.629053733009667,0.680612959828656,0.8197124042701955,-4.629053733009667,-0.8197124042701955,-1.1320007526601636,lo_hi
POL,1,5625,515.6478746296924,511.8556953577317,511.035561794169,512.8463772605311,6.741975676483584,-0.24306037000237765,0.07050888036041607,-0.07602296805955651,0.013268190287407835,-0.14461791733243679,-0.8117622833551557,-0.7692411204065728,-0.07608857956077796,-0.7976298271093024,0.19752496150352186,0.07608857956077796,-0.19752496150352186,-0.5000139225627549,hi_lo
PRT,1,5932,492.4874061117928,491.80078513683384,491.67732851561425,491.98850658808027,7.127547257572599,0.12469023472386868,-0.2535219263511854,0.22320636805524344,-0.008436530936458846,-0.3884997666614008,-0.18481970625488384,1.0419161209417267,-1.3474983049308258,0.5714789831315025,0.10183214995230608,1.3474983049308258,-0.10183214995230608,0.534848310559373,hi_lo
QAT,0,13828,414.2287176742683,407.0917920902571,419.12715488324943,413.4825548825916,6.842765486628847,-0.1953369859821344,0.2901672290321777,0.011370983049318955,-0.049511936781318,0.279986214578111,-0.6478772191617693,-0.5342053340908678,0.7857916953248368,-0.39776318977194286,-0.07926306110157624,-0.7857916953248368,0.07926306110157624,-0.4572748754495681,lo_lo
