CYCLE,CNT,CNTSCHID,N_STUDENTS_SAMPLED,SUM_W_FSTUWT,MEAN_MATH,MEAN_READ,MEAN_SCIE,SD_MATH,SD_READ,SD_SCIE
2022,MYS,45800113.0,35,1929.6409999999998,456.1975828571429,429.49825714285714,462.02179428571424,73.85606449283628,70.82748830619886,74.70219260370165
2022,MYS,45800114.0,40,1563.0959400000002,349.4872107486031,331.9846672335813,352.4545951206232,41.439836535295825,47.50625829234927,44.3961479110065
2022,MYS,45800115.0,35,1860.03124,464.7197765535895,432.2141680669901,450.1412882565047,76.29831789631187,85.83599770343888,76.56468443423756
2022,MYS,45800116.0,36,2136.54885,369.6009456285738,336.31513706425056,368.2345273617282,45.15878001930693,66.49442222121633,49.57217297805773
2022,MYS,45800117.0,39,2166.10963,388.8842026507602,387.0685101092141,399.3984403130183,47.76831315494907,60.73374138213621,57.15046764578466
2022,MYS,45800118.0,34,1990.69575,392.90481538079086,400.86609079517797,422.0603357373421,53.081848627012995,59.99330989165126,56.54954807274631
2022,MYS,45800119.0,37,1829.62932,456.9278469017429,447.8556633317146,465.6165807516328,60.93044695019279,64.68106865837292,63.133360079771386
2022,MYS,45800120.0,37,2401.02981,372.9603987928109,364.27272907862687,386.42328353782455,66.39099134776359,77.49762173897692,71.24045549091016
2022,MYS,45800121.0,22,1088.4915799999999,349.7686590909091,343.46091818181816,367.8813,52.68679680831432,62.79636169228159,61.783369927256174
2022,MYS,45800122.0,34,2046.43212,375.0003785712755,364.89001986379003,383.02123326211574,48.57979196405946,77.39350948788844,60.68741105913013
2022,MYS,45800123.0,33,1830.16425,394.7127673888871,371.02280914128005,401.04384111801716,57.16157283597541,80.13723739742339,59.87464679714243
2022,MYS,45800124.0,41,2051.17342,405.72342682926825,329.8420804878048,365.44084146341464,60.62965501961136,65.07253071322054,61.812357184371166
2022,MYS,45800125.0,31,2066.81186,413.3349771898876,401.1580177468718,440.776442521898,54.43775109191145,66.59306402157051,58.99658826850065
2022,MYS,45800126.0,41,2333.29901,406.5798068286931,416.1430841486681,423.3899659745195,57.64734108565675,61.30131108134467,52.02287125546183
2022,MYS,45800127.0,32,949.84413,384.27601385804746,368.21926487390726,401.98864500497575,50.93381004952661,69.33579342474364,57.23298583024911
2022,MYS,45800128.0,42,1023.56898,408.9912109741954,409.6915417118346,427.4218326448658,42.25542496333598,57.25668017853003,46.00753629353249
2022,MYS,45800129.0,38,1873.95755,435.1542935356545,361.504074735005,412.5303437029793,77.14121193008951,87.03310613407868,83.95608236355685
2022,MYS,45800130.0,35,2044.79694,384.8644934658118,366.3767525419311,403.0896859967347,49.48606275632445,68.01495479348337,57.4188190490673
2022,MYS,45800131.0,40,703.57377,367.81305703267617,345.0249673023754,383.46431892093284,55.969967168953,69.48920837217689,53.772791082363256
2022,MYS,45800132.0,38,2465.64888,378.18231106079713,383.6544698536054,383.51526332157556,53.39295459244388,63.84973236162784,57.26713580165677
2022,MYS,45800133.0,39,2353.39362,383.58283675587256,360.40269959309654,397.5032161762927,56.30352877918343,76.3451712090069,60.79760582037221
2022,MYS,45800134.0,36,1928.21229,388.06135655726683,383.3510381342243,417.651206579566,59.02889711125414,76.13888665624444,61.393653561414276
2022,MYS,45800135.0,40,2175.20892,364.65563979453435,355.80137599197553,367.2706948548998,42.21480871439358,54.3046957592784,48.60051332614305
2022,MYS,45800136.0,36,2116.42168,367.23343182607164,347.4000243945781,393.4025788317553,53.29312297092385,71.48559927812381,61.887003509982755
